Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
,Jack Herer 626,"Concentrate, Inhalable",2017-06-27,,320,,,,,,0.0,0.0,0.011,0.211,0.002,0.026,0.0,0.087,0.0,1.252,0.396,0.456,0.084,0.0,1.106,0.175,,0.069,0.053,0.007,0.0,,,,,,,,,,,,,,
,Berry White 626,"Concentrate, Inhalable",2017-06-27,,320,,,,,,0.0,0.025,0.024,0.008,0.0,0.02,0.0,0.117,0.125,0.011,0.37,0.366,0.298,0.0,0.85,0.146,,0.186,0.891,0.0,0.0,,,,,,,,,,,,,,
,Lavender-706,"Concentrate, Inhalable",2017-07-06,,320,,,,,,0.018,0.0,0.012,0.0,0.0,0.0,0.0,0.023,0.041,0.375,0.332,0.242,0.064,0.0,0.633,0.333,,0.093,0.11,0.011,0.0,,,,,,,,,,,,,,
,GDP-706,"Concentrate, Inhalable",2017-07-06,,320,,,,,,0.0,0.0,0.019,0.0,0.09,0.003,0.0,0.578,0.0,0.0,0.317,0.278,0.147,0.0,0.722,0.035,,0.035,0.051,0.0,0.0,,,,,,,,,,,,,,
,GSC-706,"Concentrate, Inhalable",2017-07-06,,320,,,,,,0.0,0.0,0.022,0.0,0.004,0.004,0.0,0.234,0.004,0.006,0.359,0.47,0.025,0.0,1.088,0.07,,0.039,0.148,0.0,0.0,,,,,,,,,,,,,,
,Sunset Sherbert-706,"Concentrate, Inhalable",2017-07-06,,320,,,,,,0.0,0.011,0.01,0.0,0.007,0.0,0.0,0.147,0.0,0.008,0.188,0.198,0.077,0.0,0.495,0.022,,0.076,0.274,0.0,0.0,,,,,,,,,,,,,,
,Great White Shark-706,"Concentrate, Inhalable",2017-07-06,,320,,,,,,0.0,0.0,0.027,0.071,0.004,0.0,0.0,0.031,0.0,0.0,0.346,0.224,0.207,0.0,0.492,0.443,,0.064,0.134,0.0,0.0,,,,,,,,,,,,,,
,Super Silver Haze-706,"Concentrate, Inhalable",2017-07-06,,320,,,,,,0.006,0.021,0.0,0.008,0.03,0.012,0.0,0.12,0.0,0.023,0.18,0.145,0.058,0.0,0.258,0.173,,0.072,0.091,0.007,0.0,,,,,,,,,,,,,,
,Purple Cadillac-713,"Concentrate, Inhalable",2017-07-13,,320,,,,,,0.0,0.006,0.012,0.0,0.0,0.008,0.0,0.161,0.0,0.0,0.261,0.337,0.39,0.0,0.892,0.795,,0.106,0.158,0.0,0.0,,,,,,,,,,,,,,
,GDP-713,"Concentrate, Inhalable",2017-07-13,,320,,,,,,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.922,0.0,0.0,0.209,0.341,0.38,0.0,0.846,0.082,,0.085,0.12,0.0,0.0,,,,,,,,,,,,,,
,GSC-713,"Concentrate, Inhalable",2017-07-13,,320,,,,,,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.268,0.543,0.045,0.0,1.275,0.15,,0.077,0.316,0.0,0.0,,,,,,,,,,,,,,
,Sunset Sherbert-713,"Concentrate, Inhalable",2017-07-13,,320,,,,,,0.0,0.026,0.015,0.0,0.0,0.026,0.0,0.282,0.0,0.008,0.223,0.35,0.214,0.0,0.831,0.076,,0.201,0.766,0.0,0.0,,,,,,,,,,,,,,
,Great White Shark-713,"Concentrate, Inhalable",2017-07-13,,320,,,,,,0.0,0.008,0.023,0.105,0.0,0.0,0.0,0.047,0.0,0.0,0.365,0.349,0.472,0.0,0.857,1.031,,0.152,0.328,0.0,0.0,,,,,,,,,,,,,,
,Super Silver Haze-713,"Concentrate, Inhalable",2017-07-13,,320,,,,,,0.02,0.066,0.019,0.022,0.07,0.062,0.0,0.272,0.007,0.093,0.275,0.325,0.254,0.0,0.639,0.562,,0.221,0.286,0.018,0.0,,,,,,,,,,,,,,
,Jack Herer-713,"Concentrate, Inhalable",2017-07-13,,320,,,,,,0.0,0.0,0.017,0.202,0.0,0.053,0.0,0.06,0.011,1.268,0.241,0.356,0.182,0.0,0.918,0.174,,0.11,0.042,0.007,0.0,,,,,,,,,,,,,,
,Nat. Lavender 717,"Concentrate, Inhalable",2017-07-17,,320,,,,,,0.01,0.0,0.007,0.0,0.0,0.0,0.0,0.017,0.026,0.258,0.206,0.154,0.024,0.0,0.396,0.187,,0.041,0.067,0.006,0.0,,,,,,,,,,,,,,
,Nat. Super Silver Haze 717,"Concentrate, Inhalable",2017-07-17,,320,,,,,,0.004,0.01,0.0,0.007,0.032,0.014,0.0,0.119,0.0,0.032,0.207,0.155,0.027,0.0,0.282,0.139,,0.045,0.085,0.005,0.0,,,,,,,,,,,,,,
,Nat. GDP 718,"Concentrate, Inhalable",2017-07-18,,320,,,,,,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.389,0.0,0.0,0.217,0.195,0.146,0.0,0.517,0.037,,0.033,0.053,0.0,0.0,,,,,,,,,,,,,,
,Nat. Great White Shark 717,"Concentrate, Inhalable",2017-07-18,,320,,,,,,0.0,0.0,0.011,0.04,0.0,0.0,0.0,0.018,0.0,0.0,0.201,0.133,0.068,0.0,0.297,0.195,,0.03,0.072,0.0,0.0,,,,,,,,,,,,,,
,Berry White 725,"Concentrate, Inhalable",2017-07-26,,320,,,,,,0.0,0.034,0.017,0.008,0.0,0.032,0.0,0.089,0.007,0.015,0.242,0.325,0.337,0.0,0.808,0.114,,0.25,1.012,0.0,0.0,,,,,,,,,,,,,,
,Diamond OG 725,"Concentrate, Inhalable",2017-07-26,,320,,,,,,0.0,0.027,0.025,0.01,0.0,0.032,0.0,0.151,0.0,0.021,0.286,0.362,0.093,0.0,0.887,0.457,,0.149,0.718,0.0,0.0,,,,,,,,,,,,,,
,Maui Wowie 726,"Concentrate, Inhalable",2017-07-26,,320,,,,,,0.0,0.01,0.009,0.008,0.0,0.024,0.0,0.05,0.0,0.008,0.27,0.341,0.42,0.0,0.797,1.314,,0.189,0.17,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze 725,"Concentrate, Inhalable",2017-07-26,,320,,,,,,0.06,0.015,0.003,0.012,0.0,0.042,0.0,0.077,0.0,0.948,0.214,0.297,0.157,0.0,0.7,0.273,,0.159,0.216,0.034,0.011,,,,,,,,,,,,,,
,Nat .Sunset Sherbert 728,"Concentrate, Inhalable",2017-07-31,,320,,,,,,0.0,0.011,0.014,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.218,0.205,0.077,0.0,0.513,0.026,,0.07,0.298,0.0,0.0,,,,,,,,,,,,,,
,Nat. GSC 731,"Concentrate, Inhalable",2017-07-31,,320,,,,,,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.146,0.216,0.025,0.0,0.523,0.064,,0.033,0.125,0.0,0.0,,,,,,,,,,,,,,
,Nat. GDP 731,"Concentrate, Inhalable",2017-07-31,,320,,,,,,0.0,0.0,0.003,0.0,0.033,0.0,0.0,0.377,0.0,0.0,0.088,0.142,0.119,0.0,0.353,0.027,,0.03,0.047,0.0,0.0,,,,,,,,,,,,,,
,Nat. Super Silver Haze 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.009,0.028,0.006,0.012,0.027,0.022,0.0,0.126,0.0,0.035,0.103,0.139,0.103,0.0,0.279,0.22,,0.092,0.117,0.008,0.0,,,,,,,,,,,,,,
,Res. Gorilla Glue 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.009,0.023,0.136,0.0,0.012,0.0,0.237,0.0,0.01,0.101,0.735,0.706,0.0,1.089,0.278,,0.136,0.228,0.0,0.0,,,,,,,,,,,,,,
,Res. Purple Cadillac 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.01,0.128,0.0,0.04,0.01,0.0,0.4,0.0,0.0,0.24,0.259,0.562,0.0,0.541,0.471,,0.165,0.102,0.0,0.0,,,,,,,,,,,,,,
,Res. Diamond OG 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.004,0.029,0.078,0.008,0.011,0.026,0.0,0.176,0.007,0.019,0.389,0.361,0.131,0.0,0.813,0.487,,0.185,0.75,0.0,0.0,,,,,,,,,,,,,,
,Res. Lemon Haze 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.058,0.015,0.046,0.008,0.013,0.02,0.0,0.077,0.0,1.031,0.159,0.253,0.312,0.0,0.453,0.302,,0.239,0.201,0.034,0.012,,,,,,,,,,,,,,
,Res. Sour Diesel 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.0,0.05,0.0,0.094,0.014,0.0,0.26,0.0,0.0,0.243,0.306,0.352,0.0,0.422,0.571,,0.105,0.772,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.009,0.0,0.01,0.06,0.025,0.0,0.406,0.0,0.069,0.289,0.408,0.706,0.0,0.916,0.16,,0.295,0.196,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.0,0.026,0.0,0.081,0.009,0.0,0.242,0.0,0.0,0.696,0.344,0.125,0.0,0.693,0.452,,0.03,0.665,0.0,0.0,,,,,,,,,,,,,,
,Jack Herer 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.0,0.018,0.208,0.008,0.055,0.0,0.078,0.0,1.198,0.578,0.438,0.095,0.0,1.005,0.198,,0.098,0.05,0.006,0.0,,,,,,,,,,,,,,
,Lavender 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.032,0.0,0.023,0.014,0.005,0.043,0.0,0.098,0.076,0.669,0.363,0.408,0.171,0.0,1.047,0.62,,0.174,0.158,0.017,0.0,,,,,,,,,,,,,,
,Great White Shark 731,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.006,0.009,0.127,0.009,0.065,0.0,0.103,0.0,0.015,0.635,0.362,0.446,0.0,0.849,0.952,,0.148,0.311,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue 731A,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.0,0.02,0.143,0.0,0.075,0.0,0.137,0.0,0.0,0.468,0.892,0.7,0.0,1.123,0.156,,0.098,0.08,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue 731B,"Concentrate, Inhalable",2017-08-01,,320,,,,,,0.0,0.0,0.009,0.14,0.0,0.029,0.0,0.155,0.0,0.0,0.31,0.853,0.712,0.0,1.035,0.154,,0.105,0.079,0.0,0.0,,,,,,,,,,,,,,
,Res. Headband 817,"Concentrate, Inhalable",2017-08-17,,320,,,,,,0.0,0.0,0.007,0.036,0.0,0.0,0.0,0.091,0.46,1.92,0.0,0.136,0.191,0.0,0.443,0.622,,0.303,0.982,0.0,0.0,,,,,,,,,,,,,,
,Res. Tangie 817,"Concentrate, Inhalable",2017-08-17,,320,,,,,,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.036,0.0,0.589,0.0,0.648,0.564,0.0,1.332,1.855,,0.331,0.368,0.011,0.0,,,,,,,,,,,,,,
,Nat. Lavender 821,"Concentrate, Inhalable",2017-08-22,,320,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.218,0.088,0.0,0.584,0.346,,0.087,0.085,0.0,0.0,,,,,,,,,,,,,,
,Nat. Lemon Haze 821,"Concentrate, Inhalable",2017-08-22,,320,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.151,0.0,0.0,0.358,0.137,,0.0,0.104,0.0,0.0,,,,,,,,,,,,,,
,Super Silver Haze 829,"Concentrate, Inhalable",2017-08-30,,320,,,,,,0.017,0.063,0.01,0.02,0.0,0.0,0.0,0.228,0.0,0.081,0.289,0.432,0.214,0.0,0.848,0.55,,0.216,0.294,0.016,0.0,,,,,,,,,,,,,,
,Nat. Gorilla Glue 907,"Concentrate, Inhalable",2017-09-08,,320,,,,,,0.0,0.0,0.009,0.077,0.0,0.027,0.0,0.051,0.0,0.0,0.174,0.42,0.383,0.0,0.541,0.062,,0.048,0.039,0.0,0.0,,,,,,,,,,,,,,
,Nat. Diamond OG 908,"Concentrate, Inhalable",2017-09-08,,320,,,,,,0.0,0.013,0.012,0.007,0.006,0.025,0.0,0.109,0.0,0.015,0.227,0.233,0.047,0.0,0.561,0.232,,0.067,0.37,0.0,0.0,,,,,,,,,,,,,,
,Nat. Maui Wowie 907,"Concentrate, Inhalable",2017-09-08,,320,,,,,,0.0,0.004,0.0,0.004,0.0,0.018,0.0,0.05,0.0,0.0,0.189,0.189,0.16,0.0,0.435,0.543,,0.068,0.075,0.0,0.0,,,,,,,,,,,,,,
,Res. Blue Cheese 817,"Concentrate, Inhalable",2017-09-20,,320,,,,,,0.0,0.015,0.345,0.018,0.0,0.0,0.0,0.178,0.008,0.024,0.407,0.457,0.15,0.0,1.686,0.301,,0.153,0.582,0.0,0.0,,,,,,,,,,,,,,
,Nat. Purple Cadillac 918,"Concentrate, Inhalable",2017-09-20,,320,,,,,,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.184,0.267,0.186,0.0,0.702,0.406,,0.042,0.072,0.0,0.0,,,,,,,,,,,,,,
,Nat. Sour Diesel 918,"Concentrate, Inhalable",2017-09-20,,320,,,,,,0.0,0.0,0.007,0.0,0.035,0.0,0.0,0.124,0.0,0.0,0.253,0.252,0.061,0.0,0.495,0.235,,0.007,0.354,0.0,0.0,,,,,,,,,,,,,,
,GSC 925,"Concentrate, Inhalable",2017-09-26,,320,,,,,,0.0,0.0,0.039,0.0,0.0,0.061,0.0,0.352,0.0,0.006,0.387,0.895,0.085,0.0,2.306,0.147,,0.096,0.328,0.0,0.0,,,,,,,,,,,,,,
,Diamond OG 925,"Concentrate, Inhalable",2017-09-26,,320,,,,,,0.0,0.017,0.026,0.0,0.0,0.0,0.0,0.145,0.0,0.011,0.315,0.457,0.101,0.0,1.209,0.312,,0.13,0.547,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze 925,"Concentrate, Inhalable",2017-09-26,,320,,,,,,0.048,0.013,0.011,0.019,0.009,0.04,0.0,0.102,0.0,0.863,0.125,0.341,0.164,0.004,0.882,0.216,,0.152,0.163,0.029,0.008,,,,,,,,,,,,,,
,Blue Dream 925,"Concentrate, Inhalable",2017-09-26,,320,,,,,,0.0,0.006,0.013,0.006,0.044,0.03,0.0,0.319,0.0,0.06,0.213,0.359,0.55,0.0,0.876,0.125,,0.237,0.165,0.0,0.0,,,,,,,,,,,,,,
,Purple Cadillac 925,"Concentrate, Inhalable",2017-09-26,,320,,,,,,0.0,0.004,0.016,0.003,0.004,0.005,0.0,0.168,0.0,0.006,0.306,0.431,0.385,0.0,1.178,0.748,,0.098,0.112,0.0,0.0,,,,,,,,,,,,,,
,Jack Herer 925,"Concentrate, Inhalable",2017-09-26,,320,,,,,,0.007,0.0,0.017,0.066,0.014,0.019,0.0,0.137,0.0,0.498,0.201,0.354,0.182,0.0,0.892,0.162,,0.102,0.152,0.008,0.0,,,,,,,,,,,,,,
,Sunset Sherbert-1009,"Concentrate, Inhalable",2017-10-09,,320,,,,,,0.0,0.027,0.085,0.008,0.0,0.0,0.0,0.386,0.0,0.005,0.398,0.473,0.203,0.0,1.251,0.067,,0.211,0.874,0.0,0.0,,,,,,,,,,,,,,
,Diamond OG-1009,"Concentrate, Inhalable",2017-10-09,,320,,,,,,0.022,0.013,0.035,0.007,0.0,0.0,0.0,0.119,0.0,0.539,0.177,0.392,0.112,0.0,1.054,0.615,,0.167,0.452,0.012,0.0,,,,,,,,,,,,,,
,Gorilla Glue-1009,"Concentrate, Inhalable",2017-10-09,,320,,,,,,0.0,0.004,0.06,0.16,0.0,0.0,0.0,0.118,0.0,0.0,0.386,0.776,0.598,0.0,1.633,0.093,,0.069,0.069,0.0,0.0,,,,,,,,,,,,,,
,Maui Wowie--1009,"Concentrate, Inhalable",2017-10-09,,320,,,,,,0.0,0.008,0.076,0.012,0.0,0.0,0.0,0.123,0.0,0.0,0.294,0.552,0.377,0.0,1.44,1.467,,0.189,0.151,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel-1009,"Concentrate, Inhalable",2017-10-09,,320,,,,,,0.0,0.001,0.038,0.015,0.0,0.022,0.0,0.242,0.0,0.0,0.269,0.496,0.146,0.0,1.198,0.512,,0.03,0.803,0.0,0.0,,,,,,,,,,,,,,
,GDP-1009,"Concentrate, Inhalable",2017-10-09,,320,,,,,,0.0,0.0,0.067,0.017,0.0,0.013,0.0,1.188,0.0,0.003,0.249,0.557,0.399,0.0,1.468,0.072,,0.074,0.093,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue 1010,"Concentrate, Inhalable",2017-10-11,,320,,,,,,0.0,0.02,0.167,0.014,0.01,0.024,0.0,0.327,0.0,0.09,0.635,1.059,0.104,0.003,4.053,0.899,,0.216,1.352,0.007,0.0,,,,,,,,,,,,,,
,Super Lemon Haze 1010,"Concentrate, Inhalable",2017-10-11,,320,,,,,,0.0,0.0,0.193,0.013,0.0,0.022,0.013,0.11,0.295,2.092,0.316,1.304,0.025,0.004,3.889,0.298,,0.031,1.509,0.031,0.003,,,,,,,,,,,,,,
,Durban Poison 1010,"Concentrate, Inhalable",2017-10-11,,320,,,,,,0.0,0.0,0.163,0.011,0.0,0.022,0.026,0.389,0.0,5.641,0.312,0.671,0.181,0.005,1.631,0.21,,0.048,0.189,0.079,0.003,,,,,,,,,,,,,,
,Super Sour Diesel 1010,"Concentrate, Inhalable",2017-10-11,,320,,,,,,0.0,0.038,0.253,0.013,0.015,0.023,0.002,0.167,0.0,0.037,0.751,1.048,1.388,0.003,3.622,0.232,,0.225,1.126,0.0,0.0,,,,,,,,,,,,,,
,CBD 1:1_119,"Concentrate, Inhalable",2017-11-10,,320,,,,,,0.0,0.008,0.005,0.0,0.0,0.016,0.0,0.069,0.0,0.013,0.0,0.392,0.062,0.0,1.239,0.091,,0.073,0.333,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream 119,"Concentrate, Inhalable",2017-11-10,,320,,,,,,0.0,0.005,0.013,0.0,0.047,0.0,0.0,0.328,0.0,0.047,0.0,0.275,0.502,0.0,0.763,0.143,,0.221,0.153,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze 119,"Concentrate, Inhalable",2017-11-10,,320,,,,,,0.038,0.008,0.047,0.0,0.01,0.007,0.0,0.144,0.0,0.724,0.091,0.382,0.126,0.0,1.115,0.202,,0.128,0.142,0.019,0.001,,,,,,,,,,,,,,
,Berry White 119,"Concentrate, Inhalable",2017-11-10,,320,,,,,,0.0,0.024,0.036,0.0,0.0,0.174,0.0,0.143,0.0,0.008,0.145,0.399,0.241,0.0,1.1,0.128,,0.186,0.786,0.0,0.0,,,,,,,,,,,,,,
,Great White Shark 119,"Concentrate, Inhalable",2017-11-10,,320,,,,,,0.0,0.0,0.034,0.092,0.0,0.014,0.0,0.065,0.0,0.0,0.096,0.299,0.353,0.0,0.808,0.789,,0.11,0.222,0.0,0.0,,,,,,,,,,,,,,
,GSC 119,"Concentrate, Inhalable",2017-11-10,,320,,,,,,0.0,0.0,0.049,0.0,0.008,0.0,0.0,0.338,0.0,0.003,0.172,0.677,0.038,0.0,1.8,0.115,,0.067,0.274,0.0,0.0,,,,,,,,,,,,,,
,Lavender 119,"Concentrate, Inhalable",2017-11-10,,320,,,,,,0.024,0.0,0.043,0.0,0.0,0.085,0.0,0.095,0.0,0.628,0.262,0.414,0.098,0.0,1.137,0.553,,0.135,0.127,0.01,0.0,,,,,,,,,,,,,,
,Nat.Blue Dream 1121,"Concentrate, Inhalable",2017-11-21,,320,,,,,,0.0,0.0,0.019,0.0,0.031,0.0,0.0,0.222,0.0,0.032,0.069,0.187,0.299,0.0,0.503,0.092,,0.136,0.105,0.0,0.0,,,,,,,,,,,,,,
,Nat.Lavender 1121,"Concentrate, Inhalable",2017-11-21,,320,,,,,,0.017,0.0,0.04,0.0,0.0,0.061,0.0,0.069,0.0,0.412,0.341,0.269,0.059,0.0,0.706,0.362,,0.084,0.092,0.0,0.0,,,,,,,,,,,,,,
,Nat.Lemon Haze 1121,"Concentrate, Inhalable",2017-11-21,,320,,,,,,0.024,0.0,0.056,0.0,0.0,0.0,0.0,0.124,0.0,0.522,0.265,0.303,0.077,0.0,0.835,0.151,,0.084,0.109,0.016,0.0,,,,,,,,,,,,,,
,Nat.Berry White 1121,"Concentrate, Inhalable",2017-11-21,,320,,,,,,0.0,0.019,0.036,0.0,0.0,0.143,0.0,0.097,0.0,0.0,0.288,0.282,0.151,0.0,0.746,0.092,,0.121,0.513,0.0,0.0,,,,,,,,,,,,,,
,Nat.GSC 1121,"Concentrate, Inhalable",2017-11-21,,320,,,,,,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.283,0.377,0.021,0.0,0.955,0.071,,0.044,0.176,0.0,0.0,,,,,,,,,,,,,,
,Diamond OG 1129,"Concentrate, Inhalable",2017-11-30,,320,,,,,,0.0,0.022,0.05,0.0,0.009,0.008,0.0,0.155,0.0,0.021,0.312,0.399,0.151,0.0,1.15,0.371,,0.172,0.654,0.0,0.0,,,,,,,,,,,,,,
,Maui Wowie 1129,"Concentrate, Inhalable",2017-11-30,,320,,,,,,0.0,0.004,0.065,0.003,0.007,0.009,0.0,0.069,0.0,0.007,0.286,0.473,0.221,0.0,1.142,0.545,,0.101,0.071,0.0,0.0,,,,,,,,,,,,,,
,Sunset Sherbert 1129,"Concentrate, Inhalable",2017-11-30,,320,,,,,,0.0,0.026,0.073,0.0,0.01,0.009,0.0,0.31,0.0,0.011,0.284,0.402,0.291,0.0,0.912,0.124,,0.239,0.785,0.0,0.0,,,,,,,,,,,,,,
,Jack Herer 1129,"Concentrate, Inhalable",2017-11-30,,320,,,,,,0.0,0.0,0.054,0.178,0.008,0.01,0.007,0.064,0.0,1.146,0.285,0.457,0.139,0.0,1.221,0.19,,0.108,0.034,0.0,0.0,,,,,,,,,,,,,,
,Tahoe OG 1129,"Concentrate, Inhalable",2017-11-30,,320,,,,,,0.0,0.009,0.042,0.004,0.005,0.007,0.0,0.205,0.0,0.011,0.342,0.448,0.141,0.0,0.965,1.445,,0.114,0.337,0.0,0.0,,,,,,,,,,,,,,
,Purple Cadillac 1129,"Concentrate, Inhalable",2017-11-30,,320,,,,,,0.0,0.006,0.056,0.0,0.007,0.009,0.0,0.18,0.0,0.0,0.316,0.429,0.563,0.0,1.048,1.033,,0.149,0.152,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.0,0.01,0.101,0.005,0.065,0.006,0.0,0.502,0.0,0.085,0.35,0.554,0.685,0.0,1.222,0.148,,0.312,0.255,0.0,0.0,,,,,,,,,,,,,,
,GSC 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.0,0.0,0.129,0.003,0.003,0.007,0.0,0.42,0.0,0.019,0.416,0.853,0.053,0.0,1.97,0.15,,0.094,0.402,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.0,0.0,0.111,0.17,0.003,0.009,0.0,0.188,0.0,0.016,0.41,0.96,0.755,0.0,1.595,0.16,,0.096,0.121,0.0,0.0,,,,,,,,,,,,,,
,Berry White 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.0,0.032,0.084,0.006,0.002,0.014,0.0,0.197,0.01,0.032,0.493,0.455,0.339,0.0,1.257,0.146,,0.277,1.148,0.0,0.0,,,,,,,,,,,,,,
,Lavender 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.038,0.0,0.076,0.006,0.002,0.012,0.009,0.096,0.022,0.873,0.381,0.422,0.112,0.0,1.001,0.71,,0.185,0.206,0.018,0.007,,,,,,,,,,,,,,
,GDP 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.0,0.005,0.117,0.005,0.151,0.008,0.003,1.283,0.004,0.025,0.406,0.596,0.423,0.0,1.381,0.094,,0.099,0.13,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.0,0.0,0.076,0.009,0.091,0.023,0.004,0.403,0.008,0.031,0.489,0.483,0.175,0.0,1.239,0.044,,0.045,0.906,0.0,0.0,,,,,,,,,,,,,,
,Monterey Botanicals-Sour,"Flower, Inhalable",2017-11-17,,1,,,,,,0.0,0.008,0.013,0.0,0.0,0.0,0.0,0.112,0.0,0.005,0.181,0.31,0.025,0.0,0.764,0.323,,0.05,0.328,0.0,0.0,,,,,,,,,,,,,,
,Great White Shark 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.0,0.009,0.069,0.153,0.002,0.009,0.003,0.124,0.007,0.019,0.549,0.385,0.542,0.0,1.038,1.181,,0.182,0.385,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.063,0.014,0.08,0.011,0.003,0.018,0.015,0.186,0.0,1.147,0.401,0.421,0.149,0.002,1.065,0.275,,0.18,0.25,0.038,0.013,,,,,,,,,,,,,,
,Super Silver Haze 1211,"Concentrate, Inhalable",2017-12-13,,320,,,,,,0.021,0.078,0.066,0.03,0.072,0.021,0.003,0.428,0.005,0.109,0.343,0.43,0.223,0.0,1.037,0.035,,0.263,0.352,0.021,0.0,,,,,,,,,,,,,,
,Res.Blue Cheese 1220,"Concentrate, Inhalable",2017-12-20,,320,,,,,,0.0,0.02,0.61,0.033,0.0,0.0,0.0,0.064,0.015,0.0,0.786,1.392,0.238,0.0,2.866,0.516,,0.253,0.968,0.0,0.0,,,,,,,,,,,,,,
,Green Crack 1220,"Concentrate, Inhalable",2017-12-20,,320,,,,,,0.0,0.008,0.232,0.0,0.0,0.024,0.0,0.252,0.143,0.011,0.635,1.299,1.047,0.0,3.17,2.079,,0.672,0.481,0.0,0.0,,,,,,,,,,,,,,
,Res. GSC 1220,"Concentrate, Inhalable",2017-12-20,,320,,,,,,0.0,0.0,0.102,0.093,0.0,0.0,0.0,0.422,0.0,0.012,0.042,1.55,0.092,0.0,5.507,0.408,,0.125,0.814,0.0,0.0,,,,,,,,,,,,,,
,Res. Green Crack 1220,"Concentrate, Inhalable",2017-12-20,,320,,,,,,0.0,0.008,0.164,0.0,0.0,0.005,0.0,0.746,0.17,0.016,0.112,0.792,1.26,0.0,1.37,2.571,,0.806,0.526,0.0,0.0,,,,,,,,,,,,,,
,Platinum OG 1228,"Concentrate, Inhalable",2018-01-04,,320,,,,,,0.0,0.0,0.17,0.009,0.0,0.019,0.0,0.089,0.0,0.0,0.842,0.349,0.048,0.0,0.707,0.031,,0.025,0.03,0.0,0.0,,,,,,,,,,,,,,
,SFV OG 1128,"Concentrate, Inhalable",2018-01-04,,320,,,,,,0.0,0.0,0.14,0.005,0.028,0.02,0.0,0.611,0.0,0.015,0.476,0.899,0.011,0.0,2.56,0.05,,0.017,0.106,0.005,0.0,,,,,,,,,,,,,,
