Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
4P5P3pK9RaQt6okv2,022618-01 A GMO-SCE,Concentrate,2018-03-30,2018-03-30,,0.0,0.0,,,,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.06,0.18,0.21,0.0,0.28,0.92,0.0,0.06,1.67,0.04,0.0,,2.73,0.01,89.88,0.01,0.01,0.01,1.75,,,1.22,0.01,0.01,
4QEEC24N2auvx6ZZr,GG4 - LR,Concentrate,2016-09-20,2016-09-21,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.32,0.06,0.54,0.11,0.0,1.19,0.65,0.08,0.06,0.86,0.0,0.0,,67.6,,,0.32,0.0,,0.44,,,,2.01,0.59,
4Sjdjnf4k5CELHc4Q,Lemon Cookies Batter,Concentrate,2017-03-23,2017-03-25,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,2.89,0.07,0.02,0.34,0.09,0.32,0.12,0.9,0.17,0.43,0.03,0.0,,56.8,,,1.41,0.2,,0.35,,,,5.57,0.46,
4T84Tgr6LkBamo3nD,Sunset Sherbert - CR,Concentrate,2016-02-16,2016-02-17,,,,0.0,0.0,,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.45,0.03,0.56,0.34,0.02,1.4,0.46,0.39,0.22,1.81,0.01,0.0,,54.9,,,0.16,0.07,,0.02,,,,1.74,0.25,
4THZExomeT5w4biz9,ASD0131KK,Concentrate,2018-02-06,2018-02-06,12,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.09,0.0,0.0,0.0,0.3,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,,78.84,0.01,0.12,0.45,0.22,0.01,0.01,,,0.01,1.02,1.12,
4XGLFD5tn3cCMsLMx,#4,Concentrate,2017-11-30,2017-11-30,,0.0,0.0,,,,0.0,0.08,0.0,0.0,0.0,0.13,0.0,0.59,0.0,0.13,0.14,0.34,0.16,0.02,0.75,0.38,0.06,0.03,0.81,0.0,0.0,,5.09,0.01,76.02,0.01,0.01,0.61,0.01,,,1.57,0.15,0.13,
4Ygvmp9RxvzvArciN,Tahoe OG x Viper City -LR,Concentrate,2017-09-09,2017-09-09,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.18,0.0,0.04,0.08,0.29,0.1,0.0,0.77,0.74,0.02,0.0,0.54,0.0,0.0,,0.76,0.01,83.56,0.01,0.01,0.98,0.01,,,2.01,0.28,0.01,
4Zt2v84hmKZkbNKRa,Distillate - Residual,Concentrate,2016-01-05,2016-01-07,22,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.5,,,0.0,12.4,,0.08,,,,0.0,0.0,
4dSAjqf3jL384LbWA,Sample 19,Concentrate,,,19,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.03,0.31,0.05,0.0,0.5,0.09,0.0,0.02,0.22,0.0,0.0,,,,,,,,,,,,,,
4dYdD3kfn3ZmFuG4Y,Holy Grail Budder - LRB,Concentrate,2016-08-20,2016-08-22,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.05,0.0,0.13,0.1,0.0,0.16,0.24,0.02,0.05,0.78,0.0,0.0,,69.7,,,0.42,0.25,,0.44,,,,3.39,0.64,
4f5bKDqMzeF2TCbSz,02918-01 Passion Flower,Concentrate,2018-03-16,2018-03-16,,0.0,0.0,,,,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.13,0.16,0.52,0.23,0.07,0.88,6.34,1.92,0.0,2.6,0.06,0.0,,8.41,0.01,55.4,0.01,0.01,1.43,0.01,,,3.38,0.72,0.08,
4msCCSsij9rfgymRm,Sour Diesel,Concentrate,,,11,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,0.0,2.53,4.04,13.71,3.03,0.0,24.38,19.77,0.0,3.54,16.86,0.0,0.0,,,,,,,,,,,,,,
4oypfn3epcTPzGdi7,Super Lemon Haze Live Resin,Concentrate,2017-05-25,2017-05-30,2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.06,0.03,0.09,0.26,0.14,0.3,0.49,0.5,0.06,0.41,0.05,0.0,71.7,1.4,,,0.0,0.0,0.37,0.0,,,7.83,0.55,0.0,
4q2HNLNgrWWamHZsX,24K 7 DAYS,Concentrate,2017-09-06,2017-09-06,23,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.03,0.07,0.15,0.04,0.0,0.45,0.4,0.02,0.02,0.49,0.0,0.0,,1.62,0.01,87.76,0.01,0.01,0.01,0.01,,,1.77,0.24,0.01,
4qQPxgpqGQB2GJzkq,Grape O.G. - CR,Concentrate,2016-11-22,2016-11-24,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.09,0.48,0.22,0.0,1.08,0.48,0.07,0.02,0.17,0.0,0.0,,64.4,,,0.0,0.23,,0.0,,,,3.23,0.69,
4qWC9bzXhppiA8XbW,Lemon Cookie,Concentrate,2017-02-21,2017-02-22,2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.07,0.09,0.0,0.0,0.27,0.0,0.0,0.0,0.05,0.0,0.0,,62.2,,,0.26,0.3,,0.48,,,,4.27,0.84,
4sL3smYKCbPxho4Rg,Pineapple Chunk Live Resin,Concentrate,2017-03-14,2017-03-15,2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.0,2.05,0.06,0.04,0.06,0.05,0.33,0.45,0.51,0.11,0.28,0.02,0.0,,54.8,,,0.55,0.38,,0.85,,,,6.26,0.67,
4uGTYkTDeT5uck3i2,Con 4,Concentrate,2015-10-20,2015-10-21,24,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.6,,,0.3,1.48,,0.73,,,,0.72,0.96,
4vq8w6jEwHhp52iFW,Animal Pie - LR,Concentrate,2017-05-22,2017-05-25,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.04,0.06,0.24,0.0,0.2,1.03,0.17,0.0,0.25,0.0,0.0,83.7,2.5,,,0.0,0.0,0.16,0.0,,,5.72,0.59,0.1,
4wC5wZC6nJ7Na4Tsf,Blue Dream,Concentrate,2018-02-02,2018-02-02,,1.43,1.27,,,,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.29,0.13,5.16,0.11,0.22,0.1,0.07,0.08,0.08,3.7,0.07,0.1,,63.58,3.04,0.01,1.13,1.06,0.01,0.01,,,0.01,3.24,0.01,
55EMpJSZzcRt34nfz,CBD Fraction,Concentrate,2016-01-14,2016-01-16,24,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,,,0.0,0.0,,78.4,,,,0.0,0.0,
57rdSntDS6rWtvnzi,OG 18 - LRB,Concentrate,2016-02-23,2016-02-24,,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.05,0.01,0.17,0.18,0.01,0.37,0.2,0.03,0.09,1.31,0.01,0.0,,60.4,,,0.08,0.02,,0.02,,,,1.0,0.09,
5AwpDjHd4PP4Mk37T,CBD-LV-02,Concentrate,2017-06-06,2017-06-06,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.06,0.01,0.01,0.01,0.01,0.01,98.09,,,0.82,0.01,0.01,
5F4JMtyJgg3oPYTD2,Tangie Goji - LR,Concentrate,2017-04-25,2017-04-27,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.2,0.0,0.08,0.03,0.1,0.34,0.0,0.33,1.65,0.1,0.02,0.62,0.0,0.0,,56.5,,,0.58,0.37,,0.42,,,,3.02,0.43,
5GRxPLgr7s6EKfTS9,CBD Critical Cure,Concentrate,2017-08-10,2017-08-10,2,0.0,0.0,,,,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.39,0.05,0.0,0.33,0.03,0.6,0.56,0.0,0.11,2.41,0.0,0.0,,1.68,0.01,63.42,0.01,0.01,3.81,0.01,,,0.65,0.01,1.03,
5JumpieRRnPzC49ac,GMO-LR,Concentrate,2018-03-07,2018-03-07,,0.0,0.0,,,,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.08,0.21,0.19,0.05,0.31,0.58,0.0,0.05,1.19,0.04,0.0,,1.13,0.01,80.09,0.01,0.01,0.01,0.01,,,2.78,0.27,0.08,
5M87PFitpLZYeRq27,Cousin Jill - LRB,Concentrate,2016-02-16,2016-02-17,,,,0.0,0.0,,0.0,0.02,0.0,0.02,0.0,0.14,0.0,0.21,0.0,0.9,0.09,0.48,0.09,0.1,1.1,0.22,0.03,0.07,0.29,0.08,0.02,,53.6,,,0.13,0.12,,0.02,,,,1.48,0.19,
5MB5vXSZefTsSWMHy,Confidential Cheese - TR,Concentrate,2016-03-01,2016-03-02,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.02,0.21,0.26,0.02,0.44,0.22,0.03,0.07,0.23,0.02,0.01,,54.8,,,0.17,0.13,,1.21,,,,3.29,0.8,
5PdxjgqZ6LcxEtdi9,Gorilla Glue,Concentrate,2016-12-07,2016-12-08,17,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.11,0.67,0.04,0.0,1.62,0.07,0.0,0.06,0.35,0.0,0.0,,61.6,,,0.27,0.25,,0.47,,,,1.27,0.62,
5QbMPwxipqTfpNor8,Gorilla Glue - TR,Concentrate,2016-11-08,2016-11-10,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.08,0.59,0.09,0.0,1.32,0.34,0.0,0.05,0.64,0.0,0.0,,64.1,,,0.31,0.24,,0.42,,,,2.27,0.77,
5YsXopQoJFgHHwNyQ,GG4 HTSFE,Concentrate,2017-06-19,2017-06-19,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.09,0.28,1.27,0.1,0.0,4.1,1.62,0.0,0.2,2.43,0.0,0.0,,6.13,0.01,37.85,0.01,0.01,0.84,0.01,,,7.92,1.1,0.07,
5aMyEx7c3S3SuurWT,O.G. 18 - LRB,Concentrate,2016-11-01,2016-11-02,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.02,0.04,0.09,0.16,0.0,0.23,0.18,0.0,0.0,1.13,0.0,0.0,,73.5,,,0.28,0.27,,0.42,,,,2.76,0.59,
5eSgE3kRknRvxfCwk,Cherry Pie - CRB,Concentrate,2016-01-19,2016-01-20,,,,0.0,0.0,,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.05,0.0,0.39,0.02,0.06,0.16,0.04,0.09,0.12,0.04,0.01,0.23,0.03,0.01,,53.1,,,0.17,0.06,,0.02,,,,2.13,0.16,
5gNbEMNfcurj9oSxx,Blueberry Rosin,Concentrate,2015-09-25,2015-09-25,,,,0.0,0.0,,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.17,0.0,0.01,0.02,0.15,0.04,0.01,0.24,0.52,0.03,0.02,0.16,0.0,0.0,,65.3,,,0.33,0.18,,0.05,,,,3.96,0.44,
5gSQ3YsCMGGbTjKAc,McIntosh Apple,Concentrate,,,,,,0.0,0.0,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
5gcbPJe2X5FKchB5d,Gorilla Glue #4,Concentrate,2015-06-23,2015-06-25,25,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.06,0.23,0.05,0.0,0.56,0.02,0.0,0.01,0.1,0.0,0.0,,49.2,,,0.11,0.14,,0.05,,,,0.28,0.24,
5ob48JLqwkPzDrcdF,GSC,Concentrate,,,11,0.0,0.0,,,,1.84,1.73,2.57,0.0,0.0,0.0,0.0,6.93,0.0,1.89,1.84,9.39,3.57,0.0,17.42,9.6,1.73,4.72,21.3,0.0,0.0,,,,,,,,,,,,,,
5pYjofbfAwNdYWExG,Super Silver - Live Resin,Concentrate,2017-01-21,2017-01-24,2,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.03,0.0,0.05,1.39,0.03,0.27,1.45,0.53,0.1,0.45,0.0,0.0,,52.4,,,0.55,0.28,,10.37,,,,1.47,0.63,
5qZzPCKwKmR5Bi4iW,Super Lemon Haze-LRB,Concentrate,2018-01-18,2018-01-18,,0.0,0.0,,,,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1.57,0.0,0.22,0.19,0.14,0.45,0.37,0.65,0.12,0.31,0.1,0.0,,1.15,0.0,84.58,0.0,0.0,1.11,0.0,,,9.11,0.89,0.0,
5sJG6nCZc7hNLLa3G,Hustler #2,Concentrate,2017-06-02,2017-06-02,10,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.04,0.11,0.01,0.0,0.32,0.02,0.0,0.0,0.11,0.0,0.0,,4.34,0.01,79.43,0.01,0.01,0.47,0.01,,,0.45,0.12,2.27,
5sZSXW4iHL5nwbBsi,T2 - Strawberry,Concentrate,2016-10-28,2016-10-28,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.6,,,0.0,0.76,,1.08,,,,1.03,0.69,
5uigHmbkAW5nTSRW4,Con 3,Concentrate,2015-11-09,2015-11-11,24,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,88.5,,,0.56,0.58,,0.24,,,,0.76,0.96,
5vQc4J76mG4jvojzD,Strawberry Banana-011618-LRB,Concentrate,2018-01-26,2018-01-26,,0.0,0.0,,,,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.35,0.08,0.19,0.16,0.07,0.32,0.82,0.18,0.08,0.89,0.06,0.0,,2.79,0.01,87.03,0.01,0.01,0.86,0.01,,,3.0,0.63,0.0,
5z6ehdZ6kGYisNoA9,Money,Concentrate,2017-05-12,2017-05-16,12,,,0.0,0.0,,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.0,0.1,0.04,0.28,0.07,0.0,0.8,0.06,0.11,0.0,0.43,0.0,0.0,71.9,5.3,,,0.0,0.0,0.0,0.0,,,5.1,0.72,0.18,
62LWNcakjgsXbhabS,Gorilla Glue #4,Concentrate,2017-11-17,2017-11-17,26,0.0,0.0,,,,0.0,0.06,0.0,0.03,0.0,0.17,0.0,0.18,0.0,0.04,0.16,0.57,0.17,0.02,1.06,0.25,0.02,0.06,0.49,0.0,0.0,,6.53,0.01,73.38,0.01,0.01,6.33,0.63,,,2.92,0.01,0.46,
62MSmKzPGq3Eg6Hmq,Sour Diesel x Girl Scout Cookie,Concentrate,2016-07-15,2016-07-19,2,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.09,0.0,0.04,0.05,0.16,0.57,0.0,0.36,0.62,0.03,0.08,0.47,0.0,0.0,,66.8,,,0.33,0.35,,0.55,,,,2.69,0.76,
62doTig2mMpE5dbRx,Platinum GSC Batter,Concentrate,2017-01-21,2017-01-23,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.04,0.45,0.05,0.0,0.79,0.11,0.0,0.0,0.49,0.0,0.0,,63.6,,,0.25,0.27,,0.4,,,,4.43,0.83,
67dphWGEQ64mTWjQi,Strawberry Banana-LRB,Concentrate,2017-06-12,2017-06-12,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.49,0.05,0.19,0.03,0.0,0.55,0.48,0.09,0.0,0.36,0.0,0.0,,1.55,0.01,86.85,0.01,0.0,0.49,0.01,,,4.17,0.94,0.01,
69XfNybkMa7ZYFndP,2,Concentrate,2017-10-26,2017-10-26,27,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.05,0.19,0.05,0.0,0.54,1.3,0.02,0.0,0.17,0.0,0.0,,1.67,0.39,79.87,0.01,0.01,0.57,0.01,,,4.68,0.6,0.01,
6BXrT8gWtxMMbPWpB,THCa,Concentrate,2017-07-18,2017-07-18,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.04,0.0,0.0,0.0,0.03,0.04,0.02,0.0,0.08,0.0,0.0,,1.78,0.01,97.8,0.01,0.01,0.01,0.01,,,0.11,0.01,0.11,
6BiDYPggvJ3998Xfh,Organic Cookies n Cream,Concentrate,2018-01-23,2018-01-23,12,0.0,0.0,,,,0.0,0.1,0.0,0.08,0.0,0.0,0.0,0.31,0.0,0.1,0.12,0.69,0.15,0.0,1.4,0.23,0.08,0.13,0.66,0.0,0.0,,3.19,0.01,73.19,0.01,0.01,1.04,0.01,,,6.07,0.31,0.05,
6CKbejFAvLdPZq768,Strawberry Cough - CR,Concentrate,2016-01-12,2016-01-13,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.03,0.02,0.19,0.06,0.01,0.32,1.11,0.13,0.0,0.38,0.0,0.0,,57.2,,,0.11,0.13,,0.02,,,,3.04,0.23,
6Dp3DD7uaYRSq6we9,Strawberry Lemonade,Concentrate,2017-12-18,2017-12-18,,0.0,0.0,,,,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,1.45,0.0,0.21,0.22,0.14,0.45,1.18,0.73,0.16,1.04,0.09,0.04,,1.52,0.01,81.46,0.01,0.01,1.03,0.01,,,5.57,0.76,0.01,
6ES9ieB8GdoXnqcpR,Shine,Concentrate,2017-07-11,2017-07-11,28,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.05,0.0,0.18,0.0,0.41,0.37,0.0,0.03,0.71,0.0,0.0,,2.61,0.01,76.24,0.01,0.01,0.01,0.01,,,0.97,0.01,0.01,
6FvW326wgcYv5LDDp,Chem Dog Trim Run,Concentrate,2017-05-12,2017-05-16,12,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.11,0.27,0.06,0.0,0.65,0.06,0.0,0.04,0.29,0.0,0.0,70.7,3.5,,,0.0,0.0,0.43,1.3,,,1.57,0.0,0.17,
6FxBSRvsiDpAG2B45,Skywalker Sauce,Concentrate,2018-03-23,2018-03-23,2,0.0,0.0,,,,0.09,0.07,0.0,0.05,0.0,0.0,0.0,0.2,0.0,1.65,0.09,0.21,0.22,0.15,0.37,1.71,0.74,0.08,0.75,0.07,0.03,,2.77,0.01,79.17,0.01,0.01,4.84,0.01,,,1.95,0.46,0.01,
6HcFFbMToQ3rzow6P,BMAC OG,Concentrate,2017-05-02,2017-05-03,29,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.05,0.0,0.47,0.0,0.05,0.03,0.0,0.1,0.08,0.0,0.0,81.5,3.7,,,0.0,0.0,0.39,0.1,,,4.9,0.6,0.02,
6JRk33EN5xXaGMPJp,The Clear Distillate,Concentrate,2017-01-06,2017-01-11,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,83.6,,,0.59,1.91,,1.06,,,,1.97,0.0,
6KKZYRFLr7GEQJhTE,Gorilla Chem,Concentrate,2016-12-21,2016-12-22,17,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.06,0.45,0.18,0.0,1.03,0.47,0.0,0.07,1.04,0.0,0.0,,61.8,,,0.32,0.27,,0.62,,,,2.64,0.48,
6Lfq5Mj8CNJEWCFRy,"""Bag 4""",Concentrate,2016-02-02,2016-02-04,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.34,0.02,0.15,0.08,0.02,0.26,0.49,0.07,0.03,0.34,0.02,0.0,,39.8,,,0.07,0.09,,0.01,,,,0.71,0.19,
6NZdpz7u8dbDAy6ft,Strawberry Lemonade-011618-LRB,Concentrate,2018-01-26,2018-01-26,,0.0,0.0,,,,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.99,0.08,0.23,0.21,0.12,0.41,0.89,0.43,0.09,0.8,0.09,0.0,,2.0,0.01,80.47,0.01,0.01,0.91,0.01,,,5.84,0.75,0.01,
6NiaHj5hxjufkYMWX,Clementine Punch - LR,Concentrate,2016-09-28,2016-09-29,,,,0.0,0.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.47,0.01,0.14,0.19,0.03,0.28,0.7,0.16,0.12,0.99,0.02,0.0,,66.9,,,0.44,0.26,,0.44,,,,3.14,0.61,
6PnEMmHrqY2pjcgcd,Gorilla Glue,Concentrate,,,16,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.01,0.03,0.25,0.19,0.0,0.53,0.17,0.01,0.03,0.21,0.0,0.0,,,,,,,,,,,,,,
6X7uFaQgz8DoeNRi3,Skywalker - CR,Concentrate,2015-12-08,2015-12-10,,,,0.0,0.0,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.05,0.02,0.06,0.17,0.01,0.14,0.69,0.04,0.06,0.86,0.01,0.0,,68.6,,,0.27,0.18,,0.04,,,,2.26,0.42,
6ZSRrjHFy7cTaHqHr,Master Kush - LR,Concentrate,2017-05-22,2017-05-25,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.1,0.07,0.0,0.22,1.53,0.36,0.0,0.14,0.0,0.0,81.4,2.8,,,0.0,0.0,0.16,0.0,,,2.85,0.33,0.14,
6aeXRHJ9bjBN5ZRfg,Grease Monkey 1st wash 70,Concentrate,2017-03-21,2017-03-22,30,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.2,0.0,0.5,0.96,0.0,0.11,1.68,0.0,0.0,,58.0,,,0.18,0.0,,0.32,,,,2.51,0.53,
6fH7ApZmwRCpaKjvw,Ghost Breath - LR,Concentrate,2016-02-23,2016-02-24,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.02,0.25,0.37,0.01,0.69,0.25,0.02,0.08,0.43,0.0,0.0,,55.0,,,0.07,0.09,,0.01,,,,2.34,0.07,
6gQ7eFSpPtL4EqnN9,SB x Alpine OG -LR,Concentrate,2017-06-02,2017-06-02,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.03,0.26,0.14,0.0,0.67,0.96,0.0,0.02,1.15,0.0,0.0,,1.75,0.01,73.52,0.01,0.01,0.42,0.01,,,0.74,0.01,2.53,
6hMTTR2Xk5NuT7kuC,Durban Walker #1 LR,Concentrate,2018-04-30,2018-04-30,,0.0,0.0,,,,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.13,0.0,1.71,0.0,0.09,0.15,0.15,0.11,0.56,0.46,0.06,0.57,0.1,0.0,,0.59,0.01,89.3,0.01,0.08,0.01,0.01,,,1.88,0.11,0.01,
6kr5zderXbjzy6Her,Dairy Queen (Live Resin),Concentrate,2016-01-05,2016-01-07,9,,,0.0,0.0,,0.09,0.06,0.0,0.02,0.0,0.0,0.0,0.15,0.0,1.39,0.01,0.09,0.33,0.2,0.33,1.02,0.04,0.05,0.87,0.09,0.02,,67.6,,,0.13,0.09,,0.02,,,,4.18,0.26,
6nDn6prbA86zKRXjN,Jack Cookies- LRB,Concentrate,2017-08-09,2017-08-09,,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.48,0.04,0.0,0.05,0.04,0.75,0.15,0.0,0.02,0.41,0.0,0.0,,2.85,0.01,78.5,0.01,0.18,0.01,0.01,,,4.69,0.01,0.01,
6ny2PgzYxnkFHt47P,Super Lemon Haze #2 Live Resin,Concentrate,2017-05-25,2017-05-30,2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.3,0.04,0.07,0.0,0.0,0.19,0.11,0.12,0.0,0.04,0.0,0.0,77.1,4.2,,,0.0,0.0,0.47,0.0,,,4.28,0.58,0.1,
6q3ddTcfZGHsJhga8,AS0927WAX1,Concentrate,2016-09-29,2016-10-01,12,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.04,0.0,0.0,0.15,0.3,0.21,0.0,0.77,0.37,0.0,0.06,0.09,0.0,0.0,,67.1,,,0.36,0.58,,0.43,,,,1.55,0.58,
6qyTsFpcHPqd5C9h8,Charlie Sheen - CR,Concentrate,2016-09-13,2016-09-15,,,,0.0,0.0,,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.06,0.0,1.15,0.0,0.39,0.14,0.09,0.77,0.22,0.23,0.1,0.55,0.08,0.01,,64.9,,,0.63,0.38,,0.49,,,,3.89,0.55,
6sLEczDaH7fvwKtbQ,Temple Ball,Concentrate,2018-07-03,2018-07-03,,0.0,0.07,,,,0.03,0.05,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.04,0.11,0.3,0.28,0.04,0.71,0.09,0.06,0.1,0.12,0.03,0.0,,1.74,0.01,65.41,0.01,0.01,0.01,0.01,,,3.71,0.44,0.01,
6sbLK2r39jkbBRy6f,Holy Banana - LR,Concentrate,2016-11-01,2016-11-02,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.06,0.04,0.23,0.34,0.0,0.44,1.1,0.0,0.0,1.1,0.0,0.0,,65.7,,,0.38,0.33,,0.45,,,,4.7,0.76,
